time,enrolled,available,waitlisted,total
2022-11-05T20:11:00,0,144,0,144
2022-11-05T20:20:17,0,144,0,144
2022-11-05T20:29:34,0,144,0,144
2022-11-05T20:39:02,0,144,0,144
2022-11-05T20:48:18,0,144,0,144
2022-11-05T20:57:34,0,144,0,144
2022-11-05T21:06:50,0,144,0,144
2022-11-05T21:16:05,0,144,0,144
2022-11-05T21:25:20,0,144,0,144
2022-11-05T21:34:36,0,144,0,144
2022-11-05T21:43:52,0,144,0,144
2022-11-05T21:53:07,0,144,0,144
2022-11-05T22:02:22,0,144,0,144
2022-11-05T22:11:38,0,144,0,144
2022-11-05T22:20:53,0,144,0,144
2022-11-05T22:30:08,0,144,0,144
2022-11-05T22:39:26,0,144,0,144
2022-11-05T22:48:42,0,144,0,144
2022-11-05T22:57:57,0,144,0,144
2022-11-05T23:07:14,0,144,0,144
2022-11-05T23:16:30,0,144,0,144
2022-11-05T23:25:46,0,144,0,144
2022-11-05T23:35:04,0,144,0,144
2022-11-05T23:44:20,0,144,0,144
2022-11-05T23:53:37,0,144,0,144
2022-11-06T00:02:52,0,144,0,144
2022-11-06T00:12:18,0,144,0,144
2022-11-06T00:21:34,0,144,0,144
2022-11-06T00:30:50,0,144,0,144
2022-11-06T00:40:05,0,144,0,144
2022-11-06T00:49:21,0,144,0,144
2022-11-06T00:58:36,0,144,0,144
2022-11-06T01:07:51,0,144,0,144
2022-11-06T01:17:06,0,144,0,144
2022-11-06T01:26:22,0,144,0,144
2022-11-06T01:35:38,0,144,0,144
2022-11-06T01:44:54,0,144,0,144
2022-11-06T01:54:10,0,144,0,144
2022-11-06T01:03:26,0,144,0,144
2022-11-06T01:12:43,0,144,0,144
2022-11-06T01:21:59,0,144,0,144
2022-11-06T01:31:15,0,144,0,144
2022-11-06T01:40:30,0,144,0,144
2022-11-06T01:49:47,0,144,0,144
2022-11-06T01:59:06,0,144,0,144
2022-11-06T02:08:25,0,144,0,144
2022-11-06T02:17:43,0,144,0,144
2022-11-06T02:27:04,0,144,0,144
2022-11-06T02:36:24,0,144,0,144
2022-11-06T02:45:42,0,144,0,144
2022-11-06T02:55:02,0,144,0,144
2022-11-06T03:04:20,0,144,0,144
2022-11-06T03:13:37,0,144,0,144
2022-11-06T03:22:54,0,144,0,144
2022-11-06T03:32:12,0,144,0,144
2022-11-06T03:41:31,0,144,0,144
2022-11-06T03:50:51,0,144,0,144
2022-11-06T04:00:11,0,144,0,144
2022-11-06T04:15:28,0,144,0,144
2022-11-06T04:24:49,0,144,0,144
2022-11-06T04:34:08,0,144,0,144
2022-11-06T04:43:36,0,144,0,144
2022-11-06T04:54:11,0,144,0,144
2022-11-06T05:03:29,0,144,0,144
2022-11-06T05:12:46,0,144,0,144
2022-11-06T05:22:02,0,144,0,144
2022-11-06T05:31:20,0,144,0,144
2022-11-06T05:40:35,0,144,0,144
2022-11-06T05:49:51,0,144,0,144
2022-11-06T05:59:09,0,144,0,144
2022-11-06T06:08:28,0,144,0,144
2022-11-06T06:17:47,0,144,0,144
2022-11-06T06:27:04,0,144,0,144
2022-11-06T06:36:20,0,144,0,144
2022-11-06T06:45:36,0,144,0,144
2022-11-06T06:54:52,0,144,0,144
2022-11-06T07:04:09,0,144,0,144
2022-11-06T07:13:27,0,144,0,144
2022-11-06T07:22:43,0,144,0,144
2022-11-06T07:32:02,0,144,0,144
2022-11-06T07:41:20,0,144,0,144
2022-11-06T07:50:38,0,144,0,144
2022-11-06T07:59:55,0,144,0,144
2022-11-06T08:09:11,0,144,0,144
2022-11-06T08:18:29,0,144,0,144
2022-11-06T08:27:46,0,144,0,144
2022-11-06T08:37:02,0,144,0,144
2022-11-06T08:46:19,0,144,0,144
2022-11-06T08:55:36,0,144,0,144
2022-11-06T09:04:52,0,144,0,144
2022-11-06T09:14:07,0,144,0,144
2022-11-06T09:23:22,0,144,0,144
2022-11-06T09:32:35,0,144,0,144
2022-11-06T09:41:49,0,144,0,144
2022-11-06T09:51:03,0,144,0,144
2022-11-06T10:00:17,0,144,0,144
2022-11-06T10:09:30,0,144,0,144
2022-11-06T10:18:43,0,144,0,144
2022-11-06T10:27:57,0,144,0,144
2022-11-06T10:37:14,0,144,0,144
2022-11-06T10:46:29,0,144,0,144
2022-11-06T10:55:44,0,144,0,144
2022-11-06T11:04:59,0,144,0,144
2022-11-06T11:14:13,0,144,0,144
2022-11-06T11:23:30,0,144,0,144
2022-11-06T11:32:52,0,144,0,144
2022-11-06T11:42:09,0,144,0,144
2022-11-06T11:51:23,0,144,0,144
2022-11-06T12:00:37,0,144,0,144
2022-11-06T12:09:52,0,144,0,144
2022-11-06T12:19:07,0,144,0,144
2022-11-06T12:28:33,0,144,0,144
2022-11-06T12:37:46,0,144,0,144
2022-11-06T12:47:01,0,144,0,144
2022-11-06T12:56:16,0,144,0,144
2022-11-06T13:05:30,0,144,0,144
2022-11-06T13:14:45,0,144,0,144
2022-11-06T13:24:01,0,144,0,144
2022-11-06T13:33:15,0,144,0,144
2022-11-06T13:42:29,0,144,0,144
2022-11-06T13:51:42,0,144,0,144
2022-11-06T14:00:57,0,144,0,144
2022-11-06T14:10:13,0,144,0,144
2022-11-06T14:19:36,0,144,0,144
2022-11-06T14:28:50,0,144,0,144
