time,enrolled,available,waitlisted,total
2022-11-05T20:12:02,0,158,0,158
2022-11-05T20:21:19,0,158,0,158
2022-11-05T20:30:36,0,158,0,158
2022-11-05T20:40:04,0,158,0,158
2022-11-05T20:49:20,0,158,0,158
2022-11-05T20:58:36,0,158,0,158
2022-11-05T21:07:51,0,158,0,158
2022-11-05T21:17:06,0,158,0,158
2022-11-05T21:26:22,0,158,0,158
2022-11-05T21:35:37,0,158,0,158
2022-11-05T21:44:54,0,158,0,158
2022-11-05T21:54:09,0,158,0,158
2022-11-05T22:03:24,0,158,0,158
2022-11-05T22:12:39,0,158,0,158
2022-11-05T22:21:55,0,158,0,158
2022-11-05T22:31:10,0,158,0,158
2022-11-05T22:40:28,0,158,0,158
2022-11-05T22:49:44,0,158,0,158
2022-11-05T22:58:59,0,158,0,158
2022-11-05T23:08:16,0,158,0,158
2022-11-05T23:17:32,0,158,0,158
2022-11-05T23:26:48,0,158,0,158
2022-11-05T23:36:06,0,158,0,158
2022-11-05T23:45:22,0,158,0,158
2022-11-05T23:54:39,0,158,0,158
2022-11-06T00:03:54,0,158,0,158
2022-11-06T00:13:20,0,158,0,158
2022-11-06T00:22:35,0,158,0,158
2022-11-06T00:31:51,0,158,0,158
2022-11-06T00:41:07,0,158,0,158
2022-11-06T00:50:22,0,158,0,158
2022-11-06T00:59:37,0,158,0,158
2022-11-06T01:08:53,0,158,0,158
2022-11-06T01:18:08,0,158,0,158
2022-11-06T01:27:24,0,158,0,158
2022-11-06T01:36:40,0,158,0,158
2022-11-06T01:45:56,0,158,0,158
2022-11-06T01:55:12,0,158,0,158
2022-11-06T01:04:28,0,158,0,158
2022-11-06T01:13:45,0,158,0,158
2022-11-06T01:23:00,0,158,0,158
2022-11-06T01:32:17,0,158,0,158
2022-11-06T01:41:32,0,158,0,158
2022-11-06T01:50:49,0,158,0,158
2022-11-06T02:00:08,0,158,0,158
2022-11-06T02:09:27,0,158,0,158
2022-11-06T02:18:45,0,158,0,158
2022-11-06T02:28:06,0,158,0,158
2022-11-06T02:37:26,0,158,0,158
2022-11-06T02:46:45,0,158,0,158
2022-11-06T02:56:04,0,158,0,158
2022-11-06T03:05:22,0,158,0,158
2022-11-06T03:14:39,0,158,0,158
2022-11-06T03:23:56,0,158,0,158
2022-11-06T03:33:14,0,158,0,158
2022-11-06T03:42:34,0,158,0,158
2022-11-06T03:51:53,0,158,0,158
2022-11-06T04:01:13,0,158,0,158
2022-11-06T04:16:31,0,158,0,158
2022-11-06T04:25:51,0,158,0,158
2022-11-06T04:35:10,0,158,0,158
2022-11-06T04:45:38,0,158,0,158
2022-11-06T04:55:13,0,158,0,158
2022-11-06T05:04:31,0,158,0,158
2022-11-06T05:13:48,0,158,0,158
2022-11-06T05:23:05,0,158,0,158
2022-11-06T05:32:21,0,158,0,158
2022-11-06T05:41:37,0,158,0,158
2022-11-06T05:50:53,0,158,0,158
2022-11-06T06:00:11,0,158,0,158
2022-11-06T06:09:30,0,158,0,158
2022-11-06T06:18:49,0,158,0,158
2022-11-06T06:28:06,0,158,0,158
2022-11-06T06:37:22,0,158,0,158
2022-11-06T06:46:38,0,158,0,158
2022-11-06T06:55:54,0,158,0,158
2022-11-06T07:05:11,0,158,0,158
2022-11-06T07:14:28,0,158,0,158
2022-11-06T07:23:45,0,158,0,158
2022-11-06T07:33:03,0,158,0,158
2022-11-06T07:42:22,0,158,0,158
2022-11-06T07:51:40,0,158,0,158
2022-11-06T08:00:56,0,158,0,158
2022-11-06T08:10:13,0,158,0,158
2022-11-06T08:19:30,0,158,0,158
2022-11-06T08:28:48,0,158,0,158
2022-11-06T08:38:04,0,158,0,158
2022-11-06T08:47:21,0,158,0,158
2022-11-06T08:56:38,0,158,0,158
2022-11-06T09:05:54,0,158,0,158
2022-11-06T09:15:09,0,158,0,158
2022-11-06T09:24:23,0,158,0,158
2022-11-06T09:33:36,0,158,0,158
2022-11-06T09:42:50,0,158,0,158
2022-11-06T09:52:05,0,158,0,158
2022-11-06T10:01:18,0,158,0,158
2022-11-06T10:10:31,0,158,0,158
2022-11-06T10:19:45,0,158,0,158
2022-11-06T10:28:59,0,158,0,158
2022-11-06T10:38:16,0,158,0,158
2022-11-06T10:47:30,0,158,0,158
2022-11-06T10:56:45,0,158,0,158
2022-11-06T11:06:00,0,158,0,158
2022-11-06T11:15:15,0,158,0,158
2022-11-06T11:24:32,0,158,0,158
2022-11-06T11:33:55,0,158,0,158
2022-11-06T11:43:11,0,158,0,158
2022-11-06T11:52:25,0,158,0,158
2022-11-06T12:01:39,0,158,0,158
